TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,SalePaymentType
45,5/4/2025,1003,2073,403,3,1498.29,5.18,DebitCard
46,5/4/2025,1122,2056,403,1,944.5,13.25,Cash
47,5/4/2025,1013,2032,404,0,2836.8,6.23,GiftCard
48,5/4/2025,1016,2051,404,0,117.32,10.4,Cash
49,5/4/2025,1147,2080,401,1,0,10.93,GiftCard
50,5/4/2025,1038,2072,403,0,840.6,3.7,CreditCard
51,5/4/2025,1063,2015,404,1,1214.95,19.39,Cash
52,5/4/2025,1198,2066,404,3,516.06,15.5,Cash
53,5/4/2025,1113,2038,404,2,2223.62,18.79,CreditCard
54,5/4/2025,1145,2079,401,0,1901.08,17.9,Cash
55,5/4/2025,1195,2026,402,2,507.74,11.96,CreditCard
56,5/4/2025,1169,2010,402,1,140.11,18.44,DebitCard
57,5/4/2025,1044,2070,401,1,0,1.77,GiftCard
58,5/4/2025,1000,2052,404,3,2193.78,3.92,CreditCard
59,5/4/2025,1074,2004,402,2,741.8,0.9,Cash
60,5/4/2025,1180,2036,404,0,217.98,6.51,CreditCard
61,5/4/2025,1175,2029,403,1,36.48,7.77,Cash
62,5/4/2025,1108,2014,402,1,221.67,5.43,DebitCard
63,5/4/2025,1068,2018,401,0,2169.04,16.57,CreditCard
64,5/4/2025,1042,2039,403,3,2929.32,7.14,DebitCard
65,5/4/2025,1031,2059,403,3,0,5.62,GiftCard
66,5/4/2025,1069,2064,404,3,1470.2,10.85,Cash
67,5/4/2025,1020,2076,401,3,4836.42,2.82,Cash
68,5/4/2025,1188,2041,403,0,1608.42,16.04,DebitCard
69,5/4/2025,1023,2029,401,2,0,1.49,GiftCard
70,5/4/2025,1147,2005,402,3,0,19.74,CreditCard
71,5/4/2025,1132,2083,404,2,614.53,15.44,CreditCard
72,5/4/2025,1046,2074,404,3,659.5,3.97,Cash
73,5/4/2025,1023,2060,403,3,1225.14,0.11,DebitCard
74,5/4/2025,1085,2041,401,1,1447.58,16.31,DebitCard
75,5/4/2025,1084,2052,404,2,2925.04,14.14,CreditCard
76,5/4/2025,1169,2051,401,3,117.32,14.58,GiftCard
77,5/4/2025,1022,2040,403,2,55.26,15.43,GiftCard
78,5/4/2025,1029,2098,404,0,3631.44,1.48,CreditCard
79,5/4/2025,1168,2069,404,3,232.39,7.17,CreditCard
80,5/4/2025,1013,2024,403,3,372.81,2.32,DebitCard
81,5/4/2025,1160,2056,401,1,472.25,17.26,GiftCard
82,5/4/2025,1068,2070,402,2,109.38,12.47,CreditCard
83,5/4/2025,1112,2089,404,0,2067.6,6.62,CreditCard
84,5/4/2025,1007,2080,402,1,1498.07,1.27,Cash
85,5/4/2025,1079,2070,401,3,34.18,6.22,CreditCard
86,5/4/2025,1023,2028,401,3,2551.76,6.5,CreditCard
87,5/4/2025,1030,2082,402,3,799.8,14.59,GiftCard
88,5/4/2025,1183,2037,403,3,2160.84,12.75,DebitCard
89,5/4/2025,1123,2060,402,3,2450.28,17.74,GiftCard
90,5/4/2025,1141,2018,404,1,2440.17,9.44,DebitCard
91,5/4/2025,1153,2065,402,0,470.34,2.39,Cash
92,5/4/2025,1070,2098,404,2,0,14.26,CreditCard
93,5/4/2025,1129,2034,401,2,108.94,15.22,Cash
94,5/4/2025,1185,2038,404,1,1667.72,11.23,DebitCard
95,5/4/2025,1114,2068,404,2,656.19,15.42,GiftCard
96,5/4/2025,1085,2070,404,3,0,9.88,GiftCard
97,5/4/2025,1082,2024,402,3,372.81,10.45,Cash
98,5/4/2025,1059,2099,404,0,1292.64,8.55,DebitCard
99,5/4/2025,1081,2095,404,3,490.79,0.51,Cash
100,5/4/2025,1098,2084,402,3,0,2.16,Cash
101,5/4/2025,1009,2016,403,0,969.06,0.63,CreditCard
102,5/4/2025,1112,2012,404,0,1869.57,12.73,Cash
103,5/4/2025,1184,2018,404,1,488.03,6.29,CreditCard
104,5/4/2025,1019,2060,403,2,0,10.17,CreditCard
105,5/4/2025,1159,2088,404,0,0,18.15,GiftCard
106,5/4/2025,1084,2086,404,2,2861.12,4.99,CreditCard
107,5/4/2025,1160,2091,404,0,905.79,8.21,CreditCard
108,5/4/2025,1158,2008,402,2,159.82,15.11,GiftCard
109,5/4/2025,1058,2095,401,3,2453.95,4.58,Cash
110,5/4/2025,1025,2097,401,3,842.1,1.54,DebitCard
111,5/4/2025,1042,2088,403,0,709.35,5.8,DebitCard
112,5/4/2025,1011,2041,401,2,0,3.22,DebitCard
113,5/4/2025,1091,2047,404,1,0,18.59,Cash
114,5/4/2025,1062,2067,404,1,0,16.16,CreditCard
115,5/4/2025,1043,2022,401,3,2684.72,12.67,DebitCard
116,5/4/2025,1158,2087,402,3,477.96,17.43,Cash
117,5/4/2025,1149,2018,402,3,1626.78,16.07,CreditCard
118,5/4/2025,1163,2032,404,2,756.48,3.73,GiftCard
119,5/4/2025,1170,2001,404,2,659.76,17.85,DebitCard
120,5/4/2025,1173,2069,402,0,464.78,10.79,CreditCard
121,5/4/2025,1113,2044,403,3,0,16.15,DebitCard
122,5/4/2025,1176,2032,404,2,756.48,17.92,DebitCard
123,5/4/2025,1050,2049,404,0,2819.52,6.36,DebitCard
124,5/4/2025,1060,2048,403,2,1144.42,2.2,CreditCard
125,5/4/2025,1179,2037,401,3,1440.56,4.56,Cash
126,5/4/2025,1070,2001,401,3,0,8.54,CreditCard
127,5/4/2025,1073,2099,402,2,0,16.36,DebitCard
128,5/4/2025,1056,2081,402,2,0,17.21,CreditCard
129,5/4/2025,1173,2096,402,0,672.18,0.14,GiftCard
130,5/4/2025,1160,2082,401,2,426.56,10.21,Cash
131,5/4/2025,1112,2004,403,1,1669.05,8.35,CreditCard
132,5/4/2025,1023,2037,403,3,2160.84,4.44,GiftCard
133,5/4/2025,1044,2025,402,2,223.7,2.4,Cash
134,5/4/2025,1135,2064,403,1,793.91,6.75,GiftCard
135,5/4/2025,1065,2061,403,2,639.74,18.86,Cash
136,5/4/2025,1029,2059,401,1,921.69,6.46,CreditCard
137,5/4/2025,1193,2028,404,2,1531.06,10.38,GiftCard
138,5/4/2025,1023,2050,401,2,298.85,14.06,DebitCard
139,5/4/2025,1137,2015,404,2,539.98,7.27,GiftCard
140,5/4/2025,1172,2095,403,3,2453.95,19.44,Cash
141,5/4/2025,1163,2047,401,1,301.48,19.25,CreditCard
142,5/4/2025,1120,2003,403,1,1039.99,5.04,Cash
143,5/4/2025,1165,2008,404,2,53.27,9.94,GiftCard
144,5/4/2025,1166,2052,401,1,658.13,6.02,GiftCard
145,5/4/2025,1011,2004,403,3,3709,5.7,DebitCard
146,5/4/2025,1029,2012,402,1,0,0.74,CreditCard
147,5/4/2025,1099,2058,403,3,666.75,12.19,CreditCard
148,5/4/2025,1150,2095,402,3,490.79,10.05,GiftCard
149,5/4/2025,1167,2012,404,3,0,1.03,CreditCard
150,5/4/2025,1071,2004,403,1,834.52,5.57,DebitCard
151,5/4/2025,1113,2056,402,2,839.55,18.17,Cash
152,5/4/2025,1025,2087,403,2,0,4.79,CreditCard
153,5/4/2025,1015,2050,403,1,504.31,2.9,GiftCard
154,5/4/2025,1031,2058,401,1,2400.3,9.79,Cash
155,5/4/2025,1164,2081,401,0,2984.88,19.71,Cash
156,5/4/2025,1085,2031,402,1,508.77,4.84,DebitCard
157,5/4/2025,1017,2097,402,1,757.89,13.44,GiftCard
158,5/4/2025,1059,2042,402,0,0,15.23,CreditCard
159,5/4/2025,1070,2018,402,2,0,4.75,GiftCard
160,5/4/2025,1044,2014,401,1,886.68,14.56,Cash
161,5/4/2025,1003,2045,402,2,499.42,7.36,GiftCard
162,5/4/2025,1004,2022,403,0,671.18,12.65,CreditCard
163,5/4/2025,1032,2094,404,0,493.35,12.67,CreditCard
164,5/4/2025,1190,2008,404,3,266.36,10.72,DebitCard
165,5/4/2025,1199,2046,401,3,167.15,1.81,CreditCard
166,5/4/2025,1128,2028,401,2,2041.41,16.71,CreditCard
167,5/4/2025,1117,2082,401,0,799.8,6.42,GiftCard
168,5/4/2025,1122,2051,404,0,234.64,3.73,GiftCard
169,5/4/2025,1125,2091,404,0,1811.58,0.82,Cash
170,5/4/2025,1020,2041,402,0,0,11.82,DebitCard
171,5/4/2025,1032,2035,403,3,4499.95,13.55,GiftCard
172,5/4/2025,1152,2067,403,3,872.85,0.33,CreditCard
173,5/4/2025,1129,2077,404,0,2809.15,10.24,Cash
174,5/4/2025,1179,2014,402,3,738.9,4.53,GiftCard
175,5/4/2025,1115,2029,404,2,0,12.9,DebitCard
176,5/4/2025,1116,2051,404,0,351.96,3.49,DebitCard
177,5/4/2025,1080,2054,403,2,3602.04,13.82,Cash
178,5/4/2025,1095,2019,404,0,933.93,7.73,Cash
179,5/4/2025,1023,2010,401,3,0,18.73,Cash
180,5/4/2025,1024,2095,403,1,3533.69,2.75,Cash
181,5/4/2025,1142,2007,403,0,583.39,6.82,Cash
182,5/4/2025,1105,2045,404,0,624.28,2.27,CreditCard
183,5/4/2025,1073,2076,403,2,1934.57,18.49,CreditCard
184,5/4/2025,1026,2073,402,1,1797.95,17.55,GiftCard
185,5/4/2025,1168,2061,402,0,599.76,5.16,DebitCard
186,5/4/2025,1089,2071,403,0,0,13.2,CreditCard
187,5/4/2025,1195,2035,402,3,0,16.34,CreditCard
188,5/4/2025,1143,2098,401,2,2178.86,11.1,CreditCard
189,5/4/2025,1007,2023,403,2,751.63,10.59,GiftCard
190,5/4/2025,1086,2044,401,1,373.64,4.84,Cash
191,5/4/2025,1036,2072,404,0,1260.9,1.86,GiftCard
192,5/4/2025,1036,2094,401,0,2466.75,17.94,DebitCard
193,5/4/2025,1191,2067,402,3,872.85,18.01,DebitCard
194,5/4/2025,1107,2058,403,1,1800.22,12.66,DebitCard
195,5/4/2025,1094,2039,403,0,1952.88,6.78,DebitCard
196,5/4/2025,1013,2019,402,0,0,6.98,CreditCard
197,5/4/2025,1172,2010,403,3,0,14.52,CreditCard
198,5/4/2025,1169,2054,404,3,900.51,17.94,GiftCard
199,5/4/2025,1106,2034,402,0,136.17,17.74,Cash
200,5/4/2025,1088,2055,401,2,129.46,15.6,DebitCard
201,5/4/2025,1173,2086,404,2,715.28,12.84,GiftCard
202,5/4/2025,1011,2028,404,0,0,1.68,CreditCard
203,5/4/2025,1001,2026,403,1,190.4,3.23,CreditCard
204,5/4/2025,1196,2017,403,2,370.96,17.97,Cash
205,5/4/2025,1083,2015,401,3,0,12.13,Cash
206,5/4/2025,1191,2055,402,1,48.55,0.18,Cash
207,5/4/2025,1097,2068,402,2,1312.38,2.03,GiftCard
208,5/4/2025,1018,2050,401,3,0,13.27,CreditCard
209,5/4/2025,1004,2058,401,2,1066.8,0.1,CreditCard
210,5/4/2025,1147,2054,404,3,2701.53,3.22,Cash
211,5/4/2025,1074,2014,404,0,738.9,10.97,DebitCard
212,5/4/2025,1083,2021,404,2,668.33,13.84,Cash
213,5/4/2025,1022,2055,401,1,97.09,13.04,GiftCard
214,5/4/2025,1111,2075,404,0,1561.28,4.49,Cash
215,5/4/2025,1101,2039,403,1,2636.39,14.24,Cash
216,5/4/2025,1085,2099,402,0,646.32,4.74,GiftCard
217,5/4/2025,1130,2081,401,1,1343.2,6.51,Cash
218,5/4/2025,1198,2044,403,1,186.82,14.93,CreditCard
219,5/4/2025,1060,2013,402,2,0,12.99,DebitCard
220,5/4/2025,1050,2022,402,0,671.18,16.98,Cash
221,5/4/2025,1045,2098,404,3,907.86,13.15,GiftCard
222,5/4/2025,1193,2072,404,2,1681.2,11.37,DebitCard
223,5/4/2025,1160,2040,402,3,138.16,1.87,GiftCard
224,5/4/2025,1017,2060,404,2,0,7.35,DebitCard
225,5/4/2025,1070,2075,401,2,624.51,5.3,DebitCard
226,5/4/2025,1129,2009,403,3,198.93,4.88,Cash
227,5/4/2025,1115,2004,401,2,2225.4,19.46,CreditCard
228,5/4/2025,1073,2009,401,3,66.31,7.86,Cash
229,5/4/2025,1118,2074,401,3,659.5,17.84,GiftCard
230,5/4/2025,1146,2083,402,2,614.53,12.62,GiftCard
231,5/4/2025,1154,2060,402,0,408.38,15.9,DebitCard
232,5/4/2025,1115,2013,403,0,2806.08,10.05,DebitCard
233,5/4/2025,1129,2082,402,0,1066.4,11.54,CreditCard
234,5/4/2025,1063,2090,404,3,71.64,9.85,Cash
235,5/4/2025,1134,2066,402,2,1238.54,3.9,GiftCard
236,5/4/2025,1095,2036,404,3,653.94,14.45,DebitCard
237,5/4/2025,1198,2043,401,2,1397.52,5.62,CreditCard
238,5/4/2025,1016,2042,401,3,0,0.49,GiftCard
239,5/4/2025,1072,2032,402,2,1512.96,12.91,DebitCard
240,5/4/2025,1020,2074,402,2,527.6,3.54,GiftCard
241,5/4/2025,1079,2083,404,1,691.34,18.81,CreditCard
242,5/4/2025,1152,2090,401,2,57.31,19.08,CreditCard
243,5/4/2025,1143,2048,403,1,0,18.3,GiftCard
244,5/4/2025,1171,2089,401,3,1654.08,7.4,Cash
245,5/4/2025,1130,2046,401,2,106.98,0.31,GiftCard
246,5/4/2025,1079,2023,402,2,3006.53,18.57,DebitCard
247,5/4/2025,1196,2062,402,1,1114.85,8.56,Cash
248,5/4/2025,1035,2019,401,2,0,19.33,DebitCard
249,5/4/2025,1025,2064,401,2,705.7,19.27,GiftCard
250,5/4/2025,1196,2079,402,3,2851.62,17.06,Cash
251,5/4/2025,1039,2020,402,1,338.25,5.89,DebitCard
252,5/4/2025,1184,2056,401,3,1574.16,7.7,GiftCard
253,5/4/2025,1093,2086,402,3,3576.4,17.02,GiftCard
254,5/4/2025,1156,2036,404,1,392.36,6.34,Cash
255,5/4/2025,1136,2030,403,3,509.91,3.39,GiftCard
256,5/4/2025,1049,2047,404,3,1674.9,11.14,CreditCard
257,5/4/2025,1196,2036,404,3,0,18.72,DebitCard
258,5/4/2025,1041,2025,402,2,671.09,13.92,DebitCard
259,5/4/2025,1013,2082,404,2,1066.4,11.4,GiftCard
260,5/4/2025,1141,2013,401,2,748.29,1.94,GiftCard
261,5/4/2025,1021,2097,402,2,673.68,12.3,CreditCard
262,5/4/2025,1115,2065,402,3,1881.36,19.8,Cash
263,5/4/2025,1023,2028,404,2,510.35,2.8,GiftCard
264,5/4/2025,1006,2053,401,3,610.15,10.37,GiftCard
265,5/4/2025,1128,2047,402,3,1004.94,17.55,GiftCard
266,5/4/2025,1020,2047,402,0,669.96,14.82,GiftCard
267,5/4/2025,1081,2012,403,1,1682.61,13.94,DebitCard
268,5/4/2025,1035,2004,403,3,927.25,14.05,GiftCard
269,5/4/2025,1178,2017,404,3,1854.8,7.19,DebitCard
270,5/4/2025,1157,2000,401,0,1938.62,5.87,GiftCard
271,5/4/2025,1065,2027,402,3,775.83,16.19,Cash
272,5/4/2025,1028,2099,403,1,3490.13,16.2,CreditCard
273,5/4/2025,1077,2015,401,1,1822.42,17.34,Cash
274,5/4/2025,1107,2081,404,0,2238.66,18.26,GiftCard
275,5/4/2025,1028,2063,401,1,994.43,10.23,GiftCard
276,5/4/2025,1183,2018,403,3,2711.3,10.03,GiftCard
277,5/4/2025,1000,2078,403,1,0,15.97,Cash
278,5/4/2025,1146,2053,402,0,1220.3,13,GiftCard
279,5/4/2025,1134,2046,401,0,33.43,14.04,Cash
280,5/4/2025,1099,2060,401,3,1633.52,15.92,DebitCard
281,5/4/2025,1095,2032,401,2,1512.96,17.8,CreditCard
282,5/4/2025,1017,2044,402,0,207.58,6.76,CreditCard
283,5/4/2025,1197,2074,403,1,593.55,7.51,Cash
284,5/4/2025,1011,2045,403,1,842.78,1.88,DebitCard
285,5/4/2025,1199,2087,404,3,159.32,11.57,Cash
286,5/4/2025,1161,2023,402,0,939.54,0.72,DebitCard
287,5/4/2025,1183,2099,404,0,1292.64,9.31,GiftCard
288,5/4/2025,1075,2025,401,1,0,10.85,DebitCard
289,5/4/2025,1010,2040,403,3,138.16,5.73,DebitCard
290,5/4/2025,1139,2060,403,0,1225.14,11.82,DebitCard
291,5/4/2025,1192,2082,402,2,213.28,0.61,CreditCard
292,5/4/2025,1091,2099,401,2,1034.11,0.75,DebitCard
293,5/4/2025,1069,2015,403,3,2699.88,16.45,GiftCard
294,5/4/2025,1102,2095,404,3,1472.37,7.2,GiftCard
295,5/4/2025,1086,2023,404,3,3758.16,2.54,GiftCard
296,5/4/2025,1094,2066,403,0,1032.12,10.44,DebitCard
297,5/4/2025,1186,2054,401,3,0,15.4,Cash
298,5/4/2025,1154,2023,403,2,751.63,4.32,Cash
299,5/4/2025,1026,2010,403,2,62.27,12.46,GiftCard
300,5/4/2025,1078,2057,404,1,393.28,1.71,CreditCard
301,5/4/2025,1176,2056,403,3,524.72,1.03,Cash
302,5/4/2025,1010,2093,403,3,0,10.63,DebitCard
303,5/4/2025,1070,2081,401,0,1492.44,10.81,Cash
304,5/4/2025,1171,2081,404,2,596.98,12.75,GiftCard
305,5/4/2025,1131,2095,402,0,1472.37,14.52,CreditCard
306,5/4/2025,1036,2077,404,0,1123.66,19.52,Cash
307,5/4/2025,1032,2008,402,2,106.54,10.33,Cash
308,5/4/2025,1092,2049,401,1,0,6.46,GiftCard
309,5/4/2025,1173,2057,403,2,349.58,15.9,CreditCard
310,5/4/2025,1113,2097,401,1,757.89,5.42,CreditCard
311,5/4/2025,1135,2046,404,2,80.23,8.78,GiftCard
312,5/4/2025,1166,2035,402,0,899.99,1.57,DebitCard
313,5/4/2025,1006,2094,402,3,1480.05,0.51,Cash
314,5/4/2025,1132,2049,401,2,1503.74,19.25,DebitCard
315,5/4/2025,1198,2033,404,1,2257.88,16.72,Cash
316,5/4/2025,1156,2036,404,1,784.73,13.92,Cash
317,5/4/2025,1031,2017,401,3,0,8.18,DebitCard
318,5/4/2025,1044,2091,404,0,1811.58,3.47,GiftCard
319,5/4/2025,1174,2040,403,0,34.54,3.13,GiftCard
320,5/4/2025,1140,2069,403,2,557.74,5,Cash
321,5/4/2025,1040,2091,402,2,724.63,10.98,GiftCard
322,5/4/2025,1130,2028,401,1,574.15,14.29,Cash
323,5/4/2025,1035,2030,404,0,339.94,13.2,GiftCard
324,5/4/2025,1092,2070,403,3,102.54,5.6,Cash
325,5/4/2025,1141,2016,401,0,0,19.1,GiftCard
326,5/4/2025,1079,2050,404,3,186.78,14.76,CreditCard
327,5/4/2025,1196,2052,401,1,2632.54,11.09,DebitCard
328,5/4/2025,1081,2082,401,3,1066.4,12.23,CreditCard
329,5/4/2025,1119,2087,403,1,0,8.39,DebitCard
330,5/4/2025,1199,2070,402,1,30.76,4.95,DebitCard
331,5/4/2025,1110,2064,401,0,0,7.12,Cash
332,5/4/2025,1132,2019,403,1,1681.07,15.16,DebitCard
333,5/4/2025,1041,2041,402,2,643.37,0.29,CreditCard
334,5/4/2025,1132,2036,401,2,348.77,2.32,CreditCard
335,5/4/2025,1050,2081,403,1,2686.39,0.92,GiftCard
336,5/4/2025,1160,2038,401,1,0,0.81,CreditCard
337,5/4/2025,1151,2074,402,1,1187.1,17.11,GiftCard
338,5/4/2025,1168,2079,403,0,1901.08,14.07,DebitCard
339,5/4/2025,1007,2010,401,2,62.27,9.48,CreditCard
340,5/4/2025,1166,2026,404,0,0,1.96,DebitCard
341,5/4/2025,1127,2080,403,2,1997.42,9.83,CreditCard
342,5/4/2025,1123,2031,404,2,1356.72,9.47,CreditCard
343,5/4/2025,1116,2009,401,1,119.36,3.46,GiftCard
344,5/4/2025,1112,2053,404,3,0,8.68,DebitCard
345,5/4/2025,1052,2043,402,2,698.76,7.97,CreditCard
346,5/4/2025,1183,2040,403,3,103.62,12.32,Cash
347,5/4/2025,1033,2097,403,0,4210.5,12.7,DebitCard
348,5/4/2025,1081,2030,404,0,339.94,0.91,DebitCard
349,5/4/2025,1068,2057,402,1,1179.85,7.49,DebitCard
350,5/4/2025,1024,2006,403,3,594,12.52,GiftCard
351,5/4/2025,1157,2053,402,1,1098.27,10.06,Cash
352,5/4/2025,1083,2073,403,1,2247.44,17.13,DebitCard
353,5/4/2025,1195,2020,404,3,1879.15,13.17,CreditCard
354,5/4/2025,1127,2039,404,0,1952.88,3.26,CreditCard
355,5/4/2025,1023,2050,404,1,0,1.41,GiftCard
356,5/4/2025,1055,2074,403,0,1978.5,12.85,CreditCard
357,5/4/2025,1012,2036,404,3,653.94,0.53,DebitCard
358,5/4/2025,1073,2068,401,0,2460.72,11.72,CreditCard
359,5/4/2025,1110,2017,403,2,370.96,18.8,DebitCard
360,5/4/2025,1195,2051,403,0,117.32,11.51,CreditCard
361,5/4/2025,1102,2006,402,2,792,7.76,Cash
362,5/4/2025,1141,2036,401,3,871.92,12.87,GiftCard
363,5/4/2025,1129,2057,403,0,1747.92,9.17,GiftCard
364,5/4/2025,1032,2012,404,2,997.1,10.91,Cash
365,5/4/2025,1086,2071,403,1,553.64,18.83,Cash
366,5/4/2025,1050,2077,404,0,561.83,7.72,GiftCard
367,5/4/2025,1011,2004,402,2,0,19.22,Cash
368,5/4/2025,1121,2066,404,1,0,18.11,DebitCard
369,5/4/2025,1155,2065,402,2,1128.82,3.92,CreditCard
370,5/4/2025,1156,2040,402,3,138.16,1.39,GiftCard
371,5/4/2025,1157,2094,403,2,1578.72,2.02,Cash
372,5/4/2025,1129,2065,404,2,752.54,0.36,DebitCard
373,5/4/2025,1121,2002,403,2,2771.2,1.89,GiftCard
374,5/4/2025,1172,2014,404,2,197.04,13.66,Cash
375,5/4/2025,1185,2088,401,3,2128.05,1.42,GiftCard
376,5/4/2025,1067,2083,402,0,0,6.38,Cash
377,5/4/2025,1149,2061,402,3,1199.52,16.9,GiftCard
378,5/4/2025,1037,2087,402,0,318.64,0.47,DebitCard
379,5/4/2025,1146,2089,401,1,744.34,16.29,DebitCard
380,5/4/2025,1004,2056,403,3,2098.88,5.64,CreditCard
381,5/4/2025,1038,2052,402,3,2193.78,2.36,GiftCard
382,5/4/2025,1128,2099,404,0,3877.92,13.93,CreditCard
383,5/4/2025,1180,2017,402,2,741.92,12.58,GiftCard
384,5/4/2025,1169,2061,404,2,319.87,17.55,Cash
385,5/4/2025,1044,2058,403,2,1066.8,14.7,Cash
386,5/4/2025,1173,2098,403,3,3631.44,16.07,CreditCard
387,5/4/2025,1049,2031,403,2,1356.72,5.64,GiftCard
388,5/4/2025,1057,2038,403,1,2501.58,3.55,CreditCard
389,5/4/2025,1176,2090,404,2,343.87,15.01,DebitCard
390,5/4/2025,1122,2044,403,2,166.06,16.14,CreditCard
391,5/4/2025,1031,2073,404,3,1498.29,19.81,CreditCard
392,5/4/2025,1088,2098,402,2,726.29,8.25,Cash
393,5/4/2025,1010,2036,401,2,348.77,7.44,CreditCard
394,5/4/2025,1113,2083,403,3,3072.64,15.53,GiftCard
395,5/4/2025,1054,2025,403,2,671.09,6.82,Cash
396,5/4/2025,1035,2013,402,1,1683.65,18.62,CreditCard
397,5/4/2025,1012,2085,402,1,217.94,17.17,DebitCard
398,5/4/2025,1013,2012,404,2,1994.21,8.58,CreditCard
399,5/4/2025,1183,2060,401,1,367.54,15.02,CreditCard
400,5/4/2025,1001,2070,402,3,102.54,15.09,CreditCard
401,5/4/2025,1167,2060,404,1,735.08,2.06,Cash
402,5/4/2025,1193,2036,403,2,348.77,18.05,GiftCard
403,5/4/2025,1165,2007,401,1,0,10.11,DebitCard
404,5/4/2025,1136,2094,401,1,1776.06,16.53,CreditCard
405,5/4/2025,1106,2022,401,3,671.18,6.4,GiftCard
406,5/4/2025,1126,2023,403,0,0,17.91,GiftCard
407,5/4/2025,1002,2038,401,2,1482.42,7.78,Cash
408,5/4/2025,1072,2058,404,1,1200.15,0.22,DebitCard
409,5/4/2025,1129,2059,403,1,1382.54,18.11,Cash
410,5/4/2025,1028,2042,402,3,502.83,1.83,GiftCard
411,5/4/2025,1165,2032,402,0,0,6.39,GiftCard
412,5/4/2025,1188,2043,403,1,1572.21,19,GiftCard
413,5/4/2025,1044,2078,404,3,426.03,19.01,Cash
414,5/4/2025,1131,2041,401,3,3216.84,11.47,DebitCard
415,5/4/2025,1171,2012,402,1,1121.74,12.64,CreditCard
416,5/4/2025,1122,2041,402,0,1608.42,8.97,Cash
417,5/4/2025,1066,2049,402,3,0,5.86,GiftCard
418,5/4/2025,1192,2034,403,2,326.81,6.57,Cash
419,5/4/2025,1149,2092,401,2,1157.3,13.45,GiftCard
420,5/4/2025,1167,2046,402,0,133.72,15.05,CreditCard
421,5/4/2025,1170,2015,404,2,0,15.83,CreditCard
422,5/4/2025,1040,2051,403,0,469.28,15.79,DebitCard
423,5/4/2025,1163,2037,403,1,0,1.82,GiftCard
424,5/4/2025,1056,2017,404,1,834.66,9.89,DebitCard
425,5/4/2025,1116,2095,403,3,490.79,1.15,DebitCard
426,5/4/2025,1179,2070,404,1,61.52,10.99,CreditCard
